0.82 1.69
4.55 4.66
1.84 8.83
6.04 9.93
7.26 6.29
2.92 0.75
9.54 6.17
9.76 8.39
2.89 3.32
9.73 4.67
7.87 6.21
0.15 9.96
2.71 7.02
3.71 8.03
8.35 5.91
0.81 9.17
7.61 5.35
3.83 9.45
4.19 9.87
9.38 1.44
6.16 2.29
2.19 5.69
8.46 1.95
4.08 1.35
5.27 3.81
6.02 3.14
0.02 6.17
3.09 2.73
3.19 6.80
0.76 1.54
2.71 1.56
0.72 0.32
6.92 4.55
9.77 1.10
4.41 9.15
2.55 0.57
1.44 4.73
6.26 9.91
6.68 0.34
1.26 1.95
4.16 7.29
5.08 4.18
3.46 8.17
6.91 6.65
4.97 7.66
8.20 7.69
9.23 8.91
8.01 6.15
3.46 7.78
7.25 7.87
6.93 9.80
8.44 8.37
4.53 4.70
8.28 1.21
5.05 9.54
3.16 9.21
6.83 8.24
3.39 0.29
6.41 0.29
6.94 1.38
7.96 5.13
9.07 7.18
4.04 7.08
3.33 7.50
4.86 0.59
5.38 1.79
0.39 3.82
0.16 4.92
8.52 8.44
6.13 3.57
7.99 9.29
2.78 4.81
7.52 6.16
5.10 3.93
6.46 2.04
5.31 4.41
7.17 4.38
1.60 1.21
1.46 4.93
8.72 6.32
5.52 4.09
8.11 5.90
7.91 8.27
0.82 6.43
6.72 6.95
0.01 4.70
6.24 2.78
9.51 3.76
8.95 4.61
7.69 5.40
6.65 3.01
9.82 3.82
7.39 1.41
5.03 8.85
6.34 3.75
5.17 1.86
7.84 3.28
7.76 5.76
1.56 8.58
2.19 8.27

0.00 5.05
0.10 5.05
0.20 5.05
0.30 5.06
0.40 5.06
0.50 5.06
0.60 5.07
0.70 5.07
0.80 5.07
0.90 5.07
1.00 5.08
1.10 5.08
1.20 5.08
1.30 5.09
1.40 5.09
1.50 5.09
1.60 5.10
1.70 5.10
1.80 5.10
1.90 5.11
2.00 5.11
2.10 5.11
2.20 5.11
2.30 5.12
2.40 5.12
2.50 5.12
2.60 5.13
2.70 5.13
2.80 5.13
2.90 5.14
3.00 5.14
3.10 5.14
3.20 5.15
3.30 5.15
3.40 5.15
3.50 5.15
3.60 5.16
3.70 5.16
3.80 5.16
3.90 5.17
4.00 5.17
4.10 5.17
4.20 5.18
4.30 5.18
4.40 5.18
4.50 5.19
4.60 5.19
4.70 5.19
4.80 5.20
4.90 5.20
5.00 5.20
5.10 5.20
5.20 5.21
5.30 5.21
5.40 5.21
5.50 5.22
5.60 5.22
5.70 5.22
5.80 5.23
5.90 5.23
6.00 5.23
6.10 5.24
6.20 5.24
6.30 5.24
6.40 5.24
6.50 5.25
6.60 5.25
6.70 5.25
6.80 5.26
6.90 5.26
7.00 5.26
7.10 5.27
7.20 5.27
7.30 5.27
7.40 5.28
7.50 5.28
7.60 5.28
7.70 5.28
7.80 5.29
7.90 5.29
8.00 5.29
8.10 5.30
8.20 5.30
8.30 5.30
8.40 5.31
8.50 5.31
8.60 5.31
8.70 5.32
8.80 5.32
8.90 5.32
9.00 5.33
9.10 5.33
9.20 5.33
9.30 5.33
9.40 5.34
9.50 5.34
9.60 5.34
9.70 5.35
9.80 5.35
9.90 5.35
10.00 5.36
